,name,origin_address
1790,0007.859c901719011d56f8b652ea071c1f8b,"Unknown city, Unknown state, Spain"
1791,00100.81611d62ec1f172be947fda4af7caa2c,"Unknown city, Unknown state, United States"
1792,00169.86268e75abd1bd4bda4d6c129681df34,"Unknown city, Unknown state, Netherlands"
1793,00258.eb914ca569df16b9e969cc1ff646033f,"Unknown city, Beijing, China"
1794,0133.95454d70cc62190c0e167d4c3cb591af,"Marousi, Attica, Greece"
1795,00330.c5f7346dec1e6fe6ed324d8e78a2b46e,"Wieselburg, Lower Austria, Austria"
1796,0052.f12ac251d1fbdc679daadc6b97229e63,"Unknown city, Unknown state, United States"
1797,01223.0321f73febcffd82fcf12b36cce2c6c9,"Unknown city, Unknown state, Hong Kong"
1798,01114.1499922e828350a4f6076ef4a0de3ec5,"Ningbo, Zhejiang, China"
1799,0162.261bb4a36b195f96fcc7da4038b898a3,"Unknown city, Unknown state, Luxembourg"
1800,00917.8b2f6c25f3f70a6ef94d5f7f9a505c90,"Unknown city, Unknown state, Italy"
1801,00196.dd21040c7757d477c967ae71b537810e,"Unknown city, Unknown state, India"
1802,01079.9eb95fd88f3d9d551f8c64359470ae7e,"Balgowlah, New South Wales, Australia"
1803,00242.745749df8cd0da174fd64afc55db4222,"Unknown city, Unknown state, United States"
1804,00768.9900419b1120aac5256e7b1ba0de2b1f,"Unknown city, Unknown state, United States"
1805,01145.a34477ade6db9376e4f8ccbfa8607881,"São Paulo, Sao Paulo, Brazil"
1806,00218.917ed95f5c90c1d9d15d2528b0bd1e79,"Unknown city, Unknown state, United States"
1807,00252.3b352c8a7266026be4f1c1ba89690cfc,"Unknown city, Unknown state, United Arab Emirates"
1808,01217.d5a1734ec521c1bd55270eca3ab4acd8,"Unknown city, Hunan, China"
1809,00190.ee2ea200e7efa602221c6492f9d9d8c0,"Andover, Massachusetts, United States"
1810,00166.806d5398d7a37c080641a2d62e2d2b94,"Unknown city, Unknown state, United States"
1811,0466.11bc31540055c320b62e5886ef27c4b2,"Baní, Provincia de Peravia, Dominican Republic"
1812,00110.6a98310639f4d8f87cabd99ce4155c77,"Los Angeles, California, United States"
1813,01113.75ded32e6beb52dec1b6007dc86b47bb,"Unknown city, Unknown state, United States"
1814,00698.d754f7a62c2f8ce3f331e59ee0978205,"Asunción, Asuncion, Paraguay"
1815,00654.65f25e01ad743dc13b1aaa366ffc6868,"Unknown city, Unknown state, Venezuela"
1816,00332.580b62752adefb845db173e375271cb5,"South Lake Tahoe, California, United States"
1817,00401.309e29417819ce39d8599047d50933cc,"Unknown city, Unknown state, Germany"
1818,00104.04d165183bb8feab0956362c70591b3d,"Unknown city, Unknown state, United States"
1819,00041.1b8dedcc43e75c0f4cd5e0d12c4eea8b,"Unknown city, Unknown state, United States"
1820,01287.45b0eefc02506c5c82e5ab4ffe2fc625,"Unknown city, Unknown state, United States"
1821,00171.08c5c55e9c2b4062344655e9ee32b979,"Unknown city, Unknown state, United States"
1822,00057.01c83e8ad13d3f438c105ebc31808aa4,"Portland, Oregon, United States"
1823,00741.00c61b5577b6fa232434c2ae62d52394,"Unknown city, Unknown state, Italy"
1824,0484.cd802b94da9c80db5e4432bb661effd1,"Unknown city, Unknown state, United States"
1825,0500.2e8762b67913d1b07bc8da293448d27f,"Unknown city, Unknown state, Italy"
1826,00585.0cc56d33bcfde91ab75bf202e4684c4a,"Unknown city, Unknown state, Unknown country"
1827,00038.906d76babc3d78d6294c71b1b52d4d7f,"Calgary, Alberta, Canada"
1828,0256.ad88c1a165392a509a8b0b8df6d56cbd,"Unknown city, Unknown state, Japan"
1829,0211.195957199f6e9f694f9811ad83eda5c4,"Unknown city, Unknown state, South Korea"
1830,00624.ac49070506c194c1fad5953ccd32731b,"Newhaven, East Sussex, United Kingdom"
1831,00982.2bd2b529b2df97e4e6c47edc6a272115,"Unknown city, Unknown state, Taiwan"
1832,00191.514dbda1bd10302e5c1d269837df0c66,"Unknown city, Unknown state, United States"
1833,00886.9bd2063c3d984a66958a6195ffb97849,"Unknown city, Unknown state, United States"
1834,00153.6a5ffe584834ea334041ab958cadcadb,"Natal, Rio Grande do Norte, Brazil"
1835,00525.979fd0c4cc9c0f2495c564c5501a46ed,"Unknown city, Unknown state, United States"
1836,00588.44b644374b89ba4885f91f0ed836e622,"Unknown city, Unknown state, China"
1837,01123.91470734d764b1bdfb671a7d3b0d7ffa,"Saint-Malo-du-Bois, Vendée, France"
1838,00180.751cb63992e172566b3a296d970c425d,"Andover, Massachusetts, United States"
1839,00775.f83fab6722ac0be1f4231f8fb3845007,"Unknown city, Unknown state, United States"
1840,00988.464959d4fcdd919a51e6220a909eb41c,"Milwaukee, Wisconsin, United States"
1841,00548.f4dde895ab6df412dbd309ebe3cf1533,"Unknown city, Unknown state, South Korea"
1842,00163.2ceade6f8b0c1c342f5f95d57ac551f5,"Unknown city, Unknown state, Brazil"
1843,0471.f3cd3e181577b34e474bea8c480d1b44,"Unknown city, Unknown state, United States"
1844,0324.269d2c1815931004c7be2be4d26e8b66,"Unknown city, Unknown state, India"
1845,00836.2de57b8c930cb4970fbc646ed4c857e8,"Unknown city, Unknown state, United States"
1846,00818.3939063d91d49a0c8e7d01efb2fb95a1,"Brooklyn, New York, United States"
1847,0319.e4a20802d12937998f3b3bf805362a3f,"Unknown city, Unknown state, United States"
1848,0429.b1077599c85314135e6d82d654c98d55,"Unknown city, Unknown state, India"
1849,00704.30306e2e506ca198fe8dea2b3c11346a,"Miaoli, Miaoli, Taiwan"
1850,01099.f33c6cb5a233f19e1dc1956871c50681,"Monterrey, Nuevo León, Mexico"
1851,00876.f61ec69c2872eb398ba3860a13a17b15,"Ningbo, Zhejiang, China"
1852,0285.b44ae825681c0f28db2e742ab790b191,"Unknown city, Unknown state, United States"
1853,00238.e3e16467d10137fa9a99b1701d76ae94,"Unknown city, Unknown state, United States"
1854,00399.b5a16f11e0f6bc8898caef8d9ba3e9a8,"Unknown city, Unknown state, United States"
1855,00118.141d803810acd9d4fc23db103dddfcd9,"Unknown city, Unknown state, United States"
1856,00171.8d972e393ba7c05bfcbf55b3591ce5f3,"Seattle, Washington, United States"
1857,0034.d5a5e526aa6b249ed6ca184548a44b1a,"Unknown city, Unknown state, United States"
1858,01116.3aab7bf5532577432137e263d3674a9a,"Unknown city, Unknown state, United States"
1859,00235.749db1b61dbea4257300c71c9220a4e8,"Unknown city, Unknown state, United States"
1860,01366.35ed342f7df33799c8ba619098b174c6,"Dublin, Leinster, Ireland"
1861,0450.a828f09ee44e716e6931866e4743e32a,"Unknown city, Unknown state, United States"
1862,00217.43b4ef3d9c56cf42be9c37b546a19e78,"Unknown city, Unknown state, United States"
1863,0372.216f90ef52558ed24402e192586a40e8,"Unknown city, Unknown state, Kazakhstan"
1864,00996.cf51353ead421aa3c419ad3d42eb9f7f,"Fredericton, New Brunswick, Canada"
1865,01208.6e10d44b4339eacb5db69d1afabae907,"Etobicoke, Ontario, Canada"
1866,01076.7f524e1d3f1523e22d754ce5d4a27ae6,"Unknown city, Unknown state, United Kingdom"
1867,00910.49da3099938f292733872f1e59c8c460,"Quanzhou, Fujian, China"
1868,00553.4e22bb923ee41a61d04f8b275157366b,"Unknown city, Unknown state, Taiwan"
1869,00500.85b72f09f6778a085dc8b6821965a76f,"Unknown city, Unknown state, China"
1870,00992.7ea3c8959f6bc59e6f64fa7822aae1b5,"Unknown city, Zhejiang, China"
1871,00895.d7895e10504f34149655062fe20d5174,"Unknown city, Unknown state, Djibouti"
1872,00017.1a938ecddd047b93cbd7ed92c241e6d1,"Unknown city, Unknown state, South Korea"
1873,00518.3b454f92294b060a41b0771941394bd3,"Scarborough, Ontario, Canada"
1874,0254.02daa37a4255a78f2f224f3cd2f8fa99,"Zonguldak, Zonguldak, Turkey"
1875,00471.fc87286572c99b7a554dc8c86f34506c,"Sao Jose do Rio Preto, Sao Paulo, Brazil"
1876,00243.c6e70273fe1cf9e56e26bb6bbeef415d,"Unknown city, Unknown state, United States"
1877,0078.8ff64b5c77f9c9618bd7b119ae14c8b2,"Unknown city, Unknown state, United States"
1878,00667.6bf743b1b5bdfe9340d438c0661e4bff,"Unknown city, Unknown state, United States"
1879,00319.2702ee4100f722328afc52a1a6f1dc26,"Quanzhou, Fujian, China"
1880,00312.75c839d7d4f6da9e860a11b617904fb5,"Apeldoorn, Provincie Gelderland, Netherlands"
1881,0494.a0865131f55d26362a8efad99c37de01,"Unknown city, Unknown state, Canada"
1882,00410.fb7b31cdd9d053f8b446da7ce89383fa,"Unknown city, Unknown state, Ireland"
1883,01335.ca70ab7f2d1accef8b3cf646e3004ef8,"Vinhedo, Sao Paulo, Brazil"
1884,00282.0e230e05877f40a522bfb93aa3e314f3,"Arezzo, Province of Arezzo, Italy"
1885,00953.906b4905eb02cfb9a093162f3c143252,"Unknown city, Unknown state, United States"
1886,00427.c3d316b9e7fefe87329d31b09c1601fe,"Unknown city, Unknown state, Germany"
1887,00747.801e88bae96047fb00593129ad02fdca,"Hereford, Herefordshire, United Kingdom"
1888,00135.9996d6845094dcec94b55eb1a828c7c4,"Barueri, Sao Paulo, Brazil"
1889,0202.f1c9a17fe805c50677c104743e4f8be2,"Lemont, Illinois, United States"
1890,0087.1cbd88a0c1564cb5d6c9b12c8c4175d8,"Unknown city, Unknown state, United States"
1891,00634.c37efb809c3c54c2d9661063e7b72f5b,"Unknown city, Unknown state, United States"
1892,0227.4266b9e8c02a2c7b13d4d8661a76f75a,"Unknown city, Unknown state, United States"
1893,00678.7c54f6e0fac3e7d26a9513d2c60e2b98,"Riga, Riga, Latvia"
1894,01152.3cd924b7f65e2085150c613cfe2b8c42,"Jurong East New Town, South East Community Development Council, Singapore"
1895,00590.7a27fe75bf73486c1c1913f87aaddb4d,"Unknown city, Unknown state, United States"
1896,00010.2558d935f6439cb40d3acb8b8569aa9b,"Seattle, Washington, United States"
1897,00564.f041f313512dbafd79a80c565452c0ee,"Tainan City, Tainan, Taiwan"
1898,0297.9e6095368b4e8258e967798cea8fe40e,"Torre del Campo, Jaen, Spain"
1899,0020.4120dc06a0124a8688e96f8cff029113,"Unknown city, Unknown state, United States"
1900,0487.b57549dc531f50c1ff1e3356bc38b390,"Milan, Milan, Italy"
1901,00804.57b0c0216c40c2b3bb2743a8cb05f2d6,"Bensalem, Pennsylvania, United States"
1902,00430.d3915a3e7a9cbd8f9a7e6221eb40253d,"Carugate, Milan, Italy"
1903,0463.47a4c19eea5230ff19a42e62a5f59484,"Reims, Marne, France"
1904,00463.45bff4629688e8031231a8b64a4eef06,"São Paulo, Sao Paulo, Brazil"
1905,00084.a9f5b3a9b7feb7070f25ae76320c8ec6,"Unknown city, Unknown state, Djibouti"
1906,01171.c91e65355a41f43a34bd39be31bd1626,"Gwangju, Gwangju, South Korea"
1907,01270.f55f31ae8a3b92cdcddf7257aa9616a0,"Apeldoorn, Provincie Gelderland, Netherlands"
1908,00529.0c8a07bb7b14576063ba0c1c4079e209,"Unknown city, Unknown state, Ireland"
1909,00186.a66b4fc4ab114c9cb37e1a31d1ea1aeb,"Unknown city, Unknown state, United States"
1910,0194.dd4dd86bdd8e1113889af9afaf299d6c,"Acton, Ealing, United Kingdom"
1911,00081.4c7fbdca38b8def54e276e75ec56682e,"Unknown city, Unknown state, United States"
1912,00338.a595ffbb6cbcf3a5058293051ebaabf4,"Unknown city, Unknown state, Taiwan"
1913,00292.dbf78a2aaa230d288eb80ab843804252,"Unknown city, Unknown state, United States"
1914,01098.4ea844b47fbe9b09a9cb7bbdb96ed3dc,"Guangzhou, Guangdong, China"
1915,0156.279e5f92cf12922fbbf0cbda112b7fcb,"Stoke-on-Trent, Stoke-on-Trent, United Kingdom"
1916,01385.af7a1a172a6cd00ad09dc6adecb14cee,"Unknown city, Unknown state, United States"
1917,01348.0ed90bb4a1ba1ea2309ffdbbce093753,"Unknown city, Unknown state, United States"
1918,00497.ebf699da617b11135f3aa9173b9781b9,"Oslo, Oslo County, Norway"
1919,01017.11a80131a2ae31ad0a9969189de3c2bb,"Seoul, Seoul, South Korea"
1920,01163.1c25ecdd147c3f4eef84b13fa6061c9b,"Bulimba, Queensland, Australia"
1921,00263.32b258c4cc08d235b2ca36fc16074f08,"Sant Just Desvern, Barcelona, Spain"
1922,00352.19a8ba03f566612e0b9e124609d9dbd0,"Unknown city, Unknown state, United States"
1923,00965.2003cb62905ba569e7599826ed228c94,"Jinhua, Zhejiang, China"
1924,00795.61fe820f7755e4b4e66e715ea667b338,"Mexico City, Mexico City, Mexico"
1925,01245.ce437204a2dfc9109003491e7812fc7f,"Unknown city, Unknown state, India"
1926,00228.238a0547cbbd70a024d7d4376707f201,"Unknown city, Zhejiang, China"
1927,00303.7d749e4a46ceb169ea1af5b9e5ab39a9,"Unknown city, Unknown state, United States"
1928,00200.bacd4b2168049778b480367ca670254f,"Unknown city, Zhejiang, China"
1929,0395.bb934e8b4c39d5eab38f828a26f760b4,"Unknown city, Unknown state, United States"
1930,00297.6278795e285879c8623bf7ec329b966e,"'s-Gravenzande, South Holland, Netherlands"
1931,00315.81905f8867f52179286a6a5bdd1483fa,"Unknown city, Unknown state, United States"
1932,00661.770f57d3856c84420410ee98751340f2,"Unknown city, Unknown state, Malaysia"
1933,0041.21cc985cc36d931916863aed24de8c27,"Boa Vista, Amazonas, Brazil"
1934,00978.707d7b7ae170aebe3d5b0fd28c55114e,"Unknown city, Unknown state, Djibouti"
1935,00164.272880ebd1f1f93cf0cd9800842a24bd,"Unknown city, Unknown state, United States"
1936,00268.9b64189b6da55d1e0a30026ca73eb0da,"Istanbul, Istanbul, Turkey"
1937,00475.3d497c7d96c51986316db566756ff35a,"Unknown city, Unknown state, France"
1938,00307.79b64580c5c605583aec7b7a4f8679c0,"Sidmouth, Devon, United Kingdom"
1939,0190.c861662876d77491e0dc0e95fb3767cd,"Unknown city, Unknown state, United States"
1940,00486.c0a2036a3da75d6d5ac6d19ab4b3d6ec,"Unknown city, Unknown state, United States"
1941,00304.ed5fbfc3e6f2be662f29f43f172a1fb3,"Taichung, Taichung City, Taiwan"
1942,00571.55308502c471ca21f3ce1aa0782fdba6,"Unknown city, Unknown state, South Korea"
1943,00349.742d50a3bcbd3a3a60a0bd42cc2b97be,"Unknown city, Shandong, China"
1944,00132.9a7cc8c762a4901f2b899d722b5f4731,"O'Fallon, Illinois, United States"
1945,0107.f1d4194b57840ea6587b9a73ed88e075,"Unknown city, Unknown state, United States"
1946,00412.700e6d74e5f886eb75017714a6aeb735,"Unknown city, Unknown state, Bolivia"
1947,0456.578afb400f87833c03c4dc2be6fd85bd,"Ljubljana, Ljubljana, Slovenia"
1948,00701.ea27d8eea96c7d361ea78613d0a3c481,"Unknown city, Hubei, China"
1949,0328.cccf842e57907e25d1584cad03f8d2cb,"Unknown city, Unknown state, United States"
1950,00681.7a1b4ce11890cd701aaa16b22fc9bb38,"Corona, California, United States"
1951,00549.7520259c1001cefa09ddd6aaef814287,"Quanzhou, Fujian, China"
1952,0063.3bec5361a5edfdbcc371241b3d74e3bf,"Unknown city, Unknown state, United States"
1953,0073.d57c16429fa19fbebfb9aec34f391aa2,"Stoke-on-Trent, Stoke-on-Trent, United Kingdom"
1954,00095.17594a58d6736a8f6a1990b0b92090cd,"Tokyo, Tokyo, Japan"
1955,00286.efd0b8f0c9c779b7a0ad93505c9b0bae,"City of Westminster, City of Westminster, United Kingdom"
1956,00006.3ca1f399ccda5d897fecb8c57669a283,"Taipei, Taipei City, Taiwan"
1957,00827.99370713a3e1c24d8b74d499040928b3,"Unknown city, Unknown state, United States"
1958,01149.9d2ea1122caa150f5c5c98ac98fd9408,"Brighton, Brighton and Hove, United Kingdom"
1959,00452.f13574a4582c94daf2bd6668c1683eed,"Unknown city, Unknown state, South Korea"
1960,0422.cce79e048419b788816e8a2c28525afb,"Unknown city, Unknown state, India"
1961,01179.6ee962bd413cb11865cd06c4be725c5e,"Jurong East New Town, South East Community Development Council, Singapore"
1962,00947.e4d80402e902f1ea42cfc539bb279afd,"Sylvania Waters, New South Wales, Australia"
1963,00375.1130c29a255fa277c5acbee4d08edacd,"Erie, Colorado, United States"
1964,00069.27497d5d2f92837805b67e2bf31dfc71,"Pasadena, California, United States"
1965,0378.36f7856d38f84ffea7f1fd98044f756e,"Itapevi, Sao Paulo, Brazil"
1966,00262.12fb50ad3782b7b356672a246f4902a6,"Unknown city, Unknown state, Japan"
1967,00491.28cb63173ed4740180e45e6248db5584,"Unknown city, Unknown state, Argentina"
1968,00431.12b2043fed99f1202eb0677969d1a61e,"Unknown city, Unknown state, United States"
1969,01154.dc96d527593e053228ad2b9111e8ad36,"Jurong East New Town, South East Community Development Council, Singapore"
1970,01219.db22b96619e848e2c9825ebb710897fe,"Unknown city, Unknown state, South Korea"
1971,00071.11f438a86f442fd5a0772eb3908c12b4,"Bolton, Bolton, United Kingdom"
1972,00291.7aa227e74e89bdd529a3875459d0d5a2,"Unknown city, Unknown state, United States"
1973,00812.275141f8033735b80bdca7c9dcabc8ad,"Taipei, Taipei City, Taiwan"
1974,0235.77e9a7e398ce81359c08e64bf20e9825,"Prague, Hlavni mesto Praha, Czechia"
1975,00046.96a19afe71cd6f1f14c96293557a49ff,"Unknown city, Unknown state, Saudi Arabia"
1976,00221.775c9348b935d966a9afec954f1e9c27,"Taipei, Taipei City, Taiwan"
1977,00946.b2d8cc12ec881dc3ad32998e292ad772,"Unknown city, Unknown state, United Kingdom"
1978,00128.102ef1e6b36b8307faecd1f2d04cdbde,"Unknown city, Unknown state, Grenada"
1979,0455.b7a7254a180821d6077a42f7153e12e5,"Trofarello, Turin, Italy"
1980,00239.2f1370f9cba5ab21297eadb2af40b051,"Unknown city, Unknown state, Hong Kong"
1981,01072.ac604802c74de2ebc445efc827299b96,"Unknown city, Unknown state, South Korea"
1982,01354.942feb599d3e244a238c28c9028d97fa,"Unknown city, Unknown state, Italy"
1983,00075.28a918cd03a0ef5aa2f1e0551a798108,"Unknown city, Unknown state, United Kingdom"
1984,01096.ccf870cba7e6618b610f8a2f2c2f08f6,"Hull, Kingston upon Hull, United Kingdom"
1985,00074.f7cfc6a5142e788004e0cff70e3a36c0,"Unknown city, Unknown state, United States"
1986,00898.8b3fe8deaa79f08133be78fc63e726c9,"Unknown city, Unknown state, Djibouti"
1987,00788.b98a23c07d59156d172683fc29b80661,"Unknown city, Unknown state, United States"
1988,0299.9d0b292172cb787eb2ed9e8855222edd,"Lohman, Missouri, United States"
1989,00254.e3e30f2b37ef8db36aa652bb3e563b61,"Unknown city, Unknown state, Spain"
1990,00370.abd27ca9728627f8f0f83934ea7520d0,"Unknown city, Unknown state, United States"
1991,00857.fa8ec422479af911a9a9f69c39b7a96f,"Bensalem, Pennsylvania, United States"
1992,00324.272b1fb3642d24e21dac949444b21e65,"Unknown city, Unknown state, United States"
1993,01054.3b393992b2d9b3c2209719e6ac83da11,"Lawrenceville, Georgia, United States"
1994,00002.9438920e9a55591b18e60d1ed37d992b,"Unknown city, Unknown state, United States"
1995,00497.353a61b265f11dd0bae116c0149abbe1,"Unknown city, Unknown state, United States"
1996,00660.549ceaa9ca634dcdd5b6b86af193d3f1,"Singapore, Central Singapore Community Development Council, Singapore"
1997,00752.c0892cd4ffff618e689dec28f2f4695e,"Dodge City, Kansas, United States"
1998,00032.3b93a3c65e0a2454fc9646ce01363938,"Unknown city, Unknown state, United States"
1999,00821.b64c27e913e301f038ebfaa433f16f35,"Unknown city, Unknown state, United States"
2000,01268.626ef5e5fa30314816e0f049ea03bd9f,"Unknown city, Unknown state, Switzerland"
2001,00848.1fe2e3c6535ebd22e457a3de8e5508b9,"Bensalem, Pennsylvania, United States"
2002,01158.5acbdb7eb695f96c08d960a56058481d,"Unknown city, Unknown state, United States"
2003,00248.2212008dd1bd6e4d2326d8c6ce81d01a,"Unknown city, Unknown state, United States"
2004,00221.c4dfeecf0cacc9469540337f5baf69db,"Unknown city, Unknown state, India"
2005,00071.4b7e06d97286ec97820a0f8725878126,"Unknown city, Unknown state, United States"
2006,00880.f1a18307c9d2a5ccf7a7a2318bdb0509,"Unknown city, Unknown state, Taiwan"
2007,01388.dba0966da5886e99fab13981da6c3834,"Ravenna, Provincia di Ravenna, Italy"
2008,0122.21b041c1ad2be417102d7f5d3f0b7045,"Ankara, Ankara, Turkey"
2009,00023.b6d27c684f5fc803cfa1060adb2d0805,"Unknown city, Unknown state, United States"
2010,00443.cac50573829d4df1111b6ead28212e73,"Santa Marta de Tormes, Salamanca, Spain"
2011,00631.5b4f290bc474889ff457b314996553b1,"Unknown city, Unknown state, United States"
2012,00393.13d4d84cb98ea19954f895c629520bf8,"Chengdu, Sichuan, China"
2013,00156.ccb4ccdec1949b9510ab71d05122de3f,"Unknown city, Unknown state, United States"
2014,00979.1ddb1d789492c2b6d6a5f1257d927088,"Unknown city, Unknown state, United States"
2015,0401.450b38785db348f7d8c83c64304dd6e3,"Odintsovo, Moscow Oblast, Russia"
2016,01148.895a24adac0c121c15735c34fed5c7c4,"Unknown city, Unknown state, Canada"
2017,0442.03f023d080136fd537ff369de5dcae10,"Unknown city, Unknown state, United States"
2018,01019.994b153571324a2adad60a129c65546a,"Leeds, Leeds, United Kingdom"
2019,0115.d7c257361675ee5d45baa552205fb472,"Unknown city, Unknown state, United States"
2020,00185.3bc6159431883bb008a8cf973facadb3,"Andover, Massachusetts, United States"
2021,00779.cfeedd9839de273525bae85b56ebf146,"Unknown city, Unknown state, Italy"
2022,0044.889d785885f092c269741b11f2124dce,"Newcastle, New South Wales, Australia"
2023,01088.9e2ddb068a1c044b31f2285a9009f15d,"Rennes, Ille-et-Vilaine, France"
2024,00793.f081690dc64c0e3bbe8c7198e9caaffc,"St Louis, Missouri, United States"
2025,00458.49467dba97d6ac2825c533df9a7a5017,"Unknown city, Unknown state, United States"
2026,01290.cc97aad0960efa7c8b76464b39d54bc9,"Unknown city, Zhejiang, China"
2027,00847.66519123491302ba0e634d5c69644e3d,"Unknown city, Beijing, China"
2028,0470.b9e513715695ea1c79c1e5af0fb0eea9,"Tachikawa, Tokyo, Japan"
2029,00408.22230b84aee00e439ae1938e025d5005,"Unknown city, Unknown state, United States"
2030,0027.028e0b165e8ea6f479e09a8f8cc7e50d,"Unknown city, Unknown state, United States"
2031,01207.c24e5ee957e060ad511b5d2b875ff222,"Barcelona, Barcelona, Spain"
2032,00231.77a5d20da55f185c1bb7a3949332d364,"Unknown city, Unknown state, India"
2033,01018.3954fb1ddf16896826a0c03270587195,"Mesa, Arizona, United States"
2034,00815.a94675622ac65f9a21ab1b83cc869ee6,"Unknown city, Zhejiang, China"
2035,0117.33011fddf61efe5f453a14468ff7e629,"Guangzhou, Guangdong, China"
2036,0408.87f7a3c9c29aaf97b413126029aacc6a,"Shenyang, Liaoning, China"
2037,0053.92bcea73123d0ea0fb26c285d5e045a9,"Unknown city, Unknown state, United States"
2038,00570.cc1a4d6cf41350cf10e2b588dacb2dff,"Unknown city, Beijing, China"
2039,01167.2ac57a0189fa2b8713202b84e587b707,"Unknown city, Unknown state, India"
2040,0127.2923761a91d13d3522d8bd077eedc7b7,"Not found, Not found, Not found"
2041,00691.3fc62f976ac2502a426d132d165dde1c,"Ottawa, Ontario, Canada"
2042,01318.5ceb2b7a8b5780b006500266f5a508ca,"Unknown city, Unknown state, France"
2043,00576.0debec20687a7f7f2b58995db7604023,"Unknown city, Unknown state, South Korea"
2044,00522.3c781aa53f7de37cf33e2205faac7143,"Unknown city, Unknown state, United States"
2045,0265.1120a7d868b23e83b91ad00ec8b79e08,"Santiago, Santiago Metropolitan, Chile"
2046,00238.1bc0944812aa14bc789ff565710dc0b5,"Unknown city, Unknown state, United States"
2047,00556.098b57f5108ba34d21825f176e492786,"Yongin, Chungcheongnam-do, South Korea"
2048,00404.b4bbecbee92f735a845f589582e7695d,"Unknown city, Unknown state, United States"
2049,01330.dafb0dd3006f86f73f42b4e24266277c,"Unknown city, Unknown state, Mexico"
2050,0207.3adcb1a14977a49cac8f6e10f64ac6f7,"Pittsburgh, Pennsylvania, United States"
2051,0076.770f0e7b8378a47a945043434f6f43df,"Unknown city, Unknown state, United States"
2052,01383.a4e83a74006864de20f76d0193908a56,"Unknown city, Unknown state, United States"
2053,0085.6e7b1a983ab05445a7eaffcbb6811d3f,"Unknown city, Beijing, China"
2054,00682.0160e510bf19faa60f78d415d4b9a3ee,"Unknown city, Unknown state, United States"
2055,01101.6be2b8888ba7eda6f05de43c4c2cf152,"Miami, Florida, United States"
2056,0266.99e95dc7251843f7a2015cb602775694,"Wieselburg, Lower Austria, Austria"
2057,00147.9d7a9ea1fdef9c2161dba859250d2c19,"Shenzhen, Guangdong, China"
2058,00233.3c32285387ebc0675adb029b9e20e581,"Unknown city, Unknown state, United States"
2059,00418.16b11d584531ea6f8e334bf92e5560ec,"Unknown city, Unknown state, South Korea"
2060,00076.066bf704d9c4a3cf45da5ac7a6b684f8,"Unknown city, Unknown state, United Kingdom"
2061,00436.4ef1bd17d9202e4229485da7a47afd6c,"Unknown city, Unknown state, United States"
2062,00211.4a52fb081c7087c4a82402342751e755,"Hendon, Barnet, United Kingdom"
2063,0480.fc9323682825f7d93ed78a82970ceaea,"Unknown city, Unknown state, United States"
2064,00009.1e1a8cb4b57532ab38aa23287523659d,"Unknown city, Unknown state, United States"
2065,00448.a6ac96e93ef03ec1a638c577c6940f5e,"Santa Monica, California, United States"
2066,00256.edd9bfb44729edf3c4f177814fd8c9e1,"Wieselburg, Lower Austria, Austria"
2067,01015.814d23a39e0a68a8706ef9b1ce2c7791,"Miami Beach, Florida, United States"
2068,0167.1665f2336b63debb3463fcf4d37e8485,"Ningbo, Zhejiang, China"
2069,00834.34db0196aab30fd0883426467c18ed5c,"Quanzhou, Fujian, China"
2070,00158.58aea46256aaaa23787ec2acdcd31073,"Unknown city, Unknown state, United Kingdom"
2071,0214.b5ba0ff48cee07a36c6f312de7f77207,"Agua Fria, Miranda, Venezuela"
2072,01112.ded20e59cd4ac9ad9607ce6cfe268ecc,"Fort Worth, Texas, United States"
2073,00762.e31568dff471c947d42869ae2f8f0779,"Cairns, Queensland, Australia"
2074,0337.4e2d92485e5b880d494821c1fcee790a,"Unknown city, Unknown state, Japan"
2075,00157.eab255ce291e88fbee46f3f0c564ddf3,"Unknown city, Unknown state, Philippines"
2076,01396.e80a10644810bc2ae3c1b58c5fd38dfa,"Unknown city, Unknown state, United States"
2077,01126.885594cda2fc4ae620bea1ea8ceee585,"Unknown city, Unknown state, South Korea"
2078,0128.4da9b2cfacbe9bfd128aacbb526d68d4,"Unknown city, Unknown state, Brazil"
2079,0447.badf14ca8ec589b0b2d25369573ffe84,"Unknown city, Unknown state, United States"
2080,00048.8a64080dbd9d868358a22b655fb1b1cd,"Unknown city, Unknown state, United States"
2081,01196.b4567843ec0343475dfcb5da7bd9c41f,"Miskolc, Borsod-Abaúj-Zemplén, Hungary"
2082,00157.52b0a260de7c64f539b0e5d16198b5bf,"Unknown city, Unknown state, Djibouti"
2083,00860.f1651a6a5f33bafe34e23afeacf85eb1,"Celle, Lower Saxony, Germany"
2084,01066.478a604e348bea75b5eaaf3ef47ab526,"Unknown city, Unknown state, United States"
2085,00967.8098170f3b629df0fc0b8324445929c2,"Unknown city, Unknown state, Argentina"
2086,00107.49ebea517b7fe4f1bdf574dc3a125a70,"Doha, Baladiyat ad Dawhah, Qatar"
2087,00761.00d729b279723c9ae9d8f09e171db301,"Belovo, Kemerovo Oblast, Russia"
2088,01001.742869a142437dc82db21228edcaff32,"Unknown city, Unknown state, South Korea"
2089,00262.678598cbe253f19239da03b65dac7392,"Unknown city, Unknown state, United States"
2090,0491.f47154f78397c57b14e05450a16745d5,"Unknown city, Unknown state, United States"
2091,00409.1faf0d6f87e8b70f0bb05b9040d56fca,"Unknown city, Unknown state, United States"
